,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1338,Color,Martin Brest,131.0,121.0,102.0,43.0,Lenny Venito,117.0,7567532,Comedy|Crime|Romance,Todd Giebenhain,Gigli ,41620,286,David Backus,0.0,gangster|hospital|lesbian|mob|thug,418.0,English,USA,R,72198000.0,2003,62.0,2.4,2.35,2000.0
1339,Color,Paul Hunter,127.0,104.0,13.0,343.0,Mako,961.0,30778392,Action|Comedy|Fantasy,Jaime King,Bulletproof Monk ,42324,2422,Victoria Smurfit,3.0,monastery|monk|scroll|tibetan|tibetan monk,180.0,English,USA,PG-13,69524000.0,2003,691.0,5.5,2.35,846.0
1340,Color,Donald Petrie,140.0,116.0,80.0,651.0,Adam Goldberg,11000.0,141464654,Comedy|Romance,Matthew McConaughey,How to Lose a Guy in 10 Days ,156717,14087,Thomas Lennon,2.0,advertising executive|diamond|magazine|party|wager,357.0,English,USA,PG-13,66850000.0,2003,1000.0,6.4,1.85,
1341,Color,David Dobkin,165.0,114.0,71.0,55.0,Anna-Louise Plowman,154.0,80848684,Action|Adventure|Comedy,Fann Wong,Shanghai Knights ,81444,428,Georgina Chapman,2.0,1880s|arrow|imperial seal|murder|revenge,192.0,English,USA,PG-13,66850000.0,2003,131.0,6.2,2.35,955.0
1342,Color,Carl Franklin,124.0,114.0,73.0,323.0,Sanaa Lathan,18000.0,54690355,Crime|Drama|Romance|Thriller,Denzel Washington,Out of Time ,45895,19739,John Billingsley,3.0,cancer|florida|insurance|life insurance policy|small town,157.0,English,USA,R,66850000.0,2003,886.0,6.5,2.35,1000.0
1343,Color,Alan Parker,141.0,130.0,317.0,256.0,Kate Winslet,18000.0,26196830,Crime|Drama|Thriller,Kevin Spacey,The Life of David Gale ,88270,32637,Matt Craven,0.0,activist|death|death row|murder|texas,420.0,English,USA,R,66850000.0,2003,14000.0,7.5,2.35,
1344,Color,David Zucker,151.0,84.0,119.0,750.0,Pamela Anderson,807.0,147070109,Comedy,Regina Hall,Scary Movie 3 ,111526,3629,Jenny McCarthy,7.0,crop circle|farm|orchestral music score|reference to michael jackson|videotape,347.0,English,USA,PG-13,64176000.0,2003,780.0,5.5,1.85,
1345,Color,Charles Herman-Wurmfeld,133.0,95.0,,643.0,Bruce McGill,934.0,120073793,Comedy,Mary Lynn Rajskub,"Legally Blonde 2: Red, White & Blonde ",46417,3500,Bob Newhart,2.0,animal rights|congresswoman|doorman|transvestism|washington d.c.,297.0,English,USA,PG-13,60165000.0,2003,655.0,4.6,1.85,660.0
1346,Color,Shawn Levy,104.0,94.0,189.0,597.0,Alyson Stoner,3000.0,185327645,Comedy|Family,Tom Welling,Cheaper by the Dozen ,75152,7014,Bonnie Hunt,15.0,9 year old|house|illinois|new job|vomiting,288.0,English,USA,PG,53480000.0,2003,2000.0,5.8,1.85,
1347,Color,Mathieu Kassovitz,207.0,98.0,326.0,416.0,Charles S. Dutton,21000.0,79669246,Horror|Mystery|Thriller,Robert Downey Jr.,Gothika ,89557,22318,Bernard Hill,1.0,memory|murder|patient|psychiatrist|the devil,376.0,English,USA,R,53480000.0,2003,534.0,5.8,1.85,
1348,Color,Danny DeVito,78.0,89.0,,500.0,Amber Valletta,1000.0,12904724,Comedy,Justin Theroux,Duplex ,46205,3096,Harvey Fierstein,0.0,christmas|duplex|television|tenant|writer,147.0,English,USA,PG-13,53480000.0,2003,627.0,5.8,1.85,
1349,Color,Robert Rodriguez,93.0,84.0,,2000.0,Salma Hayek,13000.0,149423963,Action|Adventure|Comedy|Family|Sci-Fi,Sylvester Stallone,Spy Kids 3-D: Game Over ,40227,22935,Alexa PenaVega,3.0,mission|spy|surfing|trapped|virtual reality,188.0,English,USA,PG,50806000.0,2003,4000.0,4.1,1.85,681.0
1350,Color,Brian Helgeland,112.0,102.0,241.0,127.0,Mark Addy,13000.0,10241081,Action|Mystery|Thriller,Heath Ledger,The Order ,14962,14165,Benno Fürmann,1.0,death|exorcism|heaven|priest|sin eater,204.0,English,USA,R,50806000.0,2003,891.0,5.1,1.85,704.0
1351,Color,F. Gary Gray,110.0,109.0,473.0,582.0,Jeff Kober,14000.0,35006934,Action|Crime|Drama|Thriller,Vin Diesel,A Man Apart ,38348,16611,Larenz Tate,0.0,bust|dea|drug cartel|justice|tragic hero,135.0,English,USA,R,48132000.0,2003,919.0,6.1,2.35,
1352,Color,Chris Rock,44.0,95.0,,642.0,Dylan Baker,1000.0,50522860,Comedy,Bernie Mac,Head of State ,15046,4537,Tracy Morgan,1.0,alderman|party|president|presidential candidate|washington d.c.,80.0,English,USA,PG-13,47062400.0,2003,812.0,5.4,1.85,638.0
1353,Color,Richard Linklater,204.0,108.0,,487.0,Sarah Silverman,2000.0,108641738,Comedy|Music,Miranda Cosgrove,School of Rock ,210680,4403,Mike White,1.0,battle of the bands|rock band|school teacher|substitute teacher|teacher,479.0,English,USA,PG-13,46795000.0,2003,931.0,7.1,1.85,
1354,Color,Michael Tollin,74.0,109.0,19.0,568.0,Riley Smith,1000.0,69894997,Biography|Drama|Sport,Alfre Woodard,Radio ,32370,4231,Debra Winger,1.0,coach|football|football coach|high school|radio,196.0,English,USA,PG,46795000.0,2003,762.0,6.9,1.85,
1355,Color,Martin Campbell,54.0,127.0,258.0,617.0,Teri Polo,11000.0,5917959,Adventure|Drama|Romance|War,Angelina Jolie Pitt,Beyond Borders ,22570,12947,Noah Emmerich,2.0,africa|american|border|doctor|well,156.0,English,USA,R,46795000.0,2003,708.0,6.5,2.35,
1356,Color,Jon Favreau,152.0,97.0,4000.0,8000.0,Zooey Deschanel,22000.0,231810938,Comedy|Family|Fantasy|Romance,Peter Dinklage,Elf ,147597,43354,Will Ferrell,1.0,baby|christmas spirit|elf|new york city|north pole,395.0,English,USA,PG,44121000.0,2003,11000.0,6.9,1.85,21000.0
1357,Color,Adam Shankman,121.0,105.0,163.0,338.0,Kimberly J. Brown,1000.0,177207635,Comedy,Angus T. Jones,Bringing Down the House ,30058,2505,Steve Harris,2.0,divorce|lawyer|spanking|villain arrested|wrongful conviction,236.0,English,USA,PG-13,44121000.0,2003,409.0,5.5,2.35,800.0
1358,Color,Ronny Yu,273.0,97.0,31.0,662.0,Jason Ritter,918.0,109852354,Action|Horror|Thriller,Katharine Isabelle,Freddy vs. Jason ,89101,4692,Zack Ward,0.0,elm street|freddy krueger|jason voorhees|serial killer|slasher,885.0,English,USA,R,40110000.0,2003,782.0,5.8,2.35,3000.0
1359, Black and White,Quentin Tarantino,354.0,111.0,16000.0,640.0,Vivica A. Fox,926.0,93721210,Action,David Carradine,Kill Bill: Vol. 1 ,735784,3983,Chiaki Kuriyama,0.0,bride|coma|japan|revenge|sword,2105.0,English,USA,R,40110000.0,2003,890.0,8.1,2.35,13000.0
1360,Color,James Mangold,136.0,91.0,446.0,660.0,Rebecca De Mornay,1000.0,68823361,Mystery|Thriller,Clea DuVall,Identity ,177828,3969,Jake Busey,0.0,dissociative identity disorder|motel room key|murder|storm|stranded,714.0,English,USA,R,40110000.0,2003,872.0,7.3,2.35,11000.0
1361,Color,Tim McCanlies,82.0,111.0,23.0,1000.0,Robert Duvall,3000.0,55361787,Comedy|Drama|Family,Haley Joel Osment,Secondhand Lions ,43378,9638,Emmanuelle Vaugier,1.0,africa|eyeglasses|money|texas|veteran,292.0,English,USA,PG,40110000.0,2003,3000.0,7.6,1.85,
1362,Color,Andrzej Bartkowiak,109.0,101.0,43.0,432.0,Tom Arnold,5000.0,46265620,Action|Crime|Drama|Thriller,Jet Li,Cradle 2 the Grave ,34942,6867,DMX,2.0,camera shot from inside human body|diamond|evil man|heist|terrorism,185.0,English,USA,R,40110000.0,2003,618.0,5.8,2.35,1000.0
1363,Color,Rob Reiner,73.0,96.0,,130.0,Lobo Sebastian,372.0,18996609,Comedy|Romance,David Paymer,Alex & Emma ,11520,977,Robert Costanzo,2.0,gambling|novel|stenographer|writer|writer's block,105.0,English,USA,PG-13,40110000.0,2003,206.0,5.6,1.85,625.0
1364,Color,Robert Rodriguez,178.0,102.0,,876.0,Salma Hayek,40000.0,74666025,Action|Crime|Thriller,Johnny Depp,Once Upon a Time in Mexico ,130094,46186,Enrique Iglesias,1.0,agent|cia|mariachi|mexican|president,471.0,English,USA,R,38773000.0,2003,4000.0,6.4,1.78,
1365,Color,Mark Waters,129.0,97.0,70.0,512.0,Julie Gonzalo,2000.0,147367399,Comedy|Family|Fantasy|Music|Romance,Jamie Lee Curtis,Freaky Friday ,96693,3984,Willie Garson,2.0,body swap|camera shot of feet|foot closeup|reference to keith richards|reference to the rolling stones,271.0,English,USA,PG,34762000.0,2003,528.0,6.1,1.85,
1366,Color,Harald Zwart,79.0,102.0,91.0,434.0,Frankie Muniz,1000.0,63220712,Action|Adventure|Comedy|Crime|Family|Romance|Thriller,Daniel Roebuck,Agent Cody Banks ,26755,3037,Chris Gauthier,3.0,cia|nanobot|prep school|scientist|teenager,104.0,English,USA,PG,34762000.0,2003,934.0,5.0,2.35,542.0
1367,Color,David R. Ellis,175.0,90.0,160.0,392.0,Michael Landes,748.0,62111407,Horror|Thriller,Sarah Carter,Final Destination 2 ,120786,3172,Keegan Connor Tracy,0.0,car accident|death|freak accident|hospital|premonition,472.0,English,USA,R,34762000.0,2003,439.0,6.2,1.85,
1368,Color,Clint Eastwood,229.0,138.0,16000.0,262.0,Spencer Treat Clark,616.0,120510750,Crime|Drama|Mystery|Thriller,John Doman,Mystic River ,338415,1942,Tom Guiry,0.0,ballistics|detective|friend|gun|sexual abuse,935.0,English,USA,R,33425000.0,2003,541.0,8.0,2.35,12000.0
1369,Color,John Eng,45.0,80.0,,362.0,Cree Summer,971.0,52677465,Adventure|Animation|Comedy|Family|Fantasy|Musical,Elizabeth Daily,Rugrats Go Wild ,5674,3017,Nancy Cartwright,0.0,kid|oxygen|rugrats|trapped underwater|underwater,35.0,English,USA,PG,33425000.0,2003,503.0,5.6,2.35,329.0
1370,Color,Bille Woodruff,97.0,94.0,23.0,582.0,Mekhi Phifer,2000.0,40407669,Drama|Music|Romance,Christian Monzon,Honey ,36666,4868,Romeo Miller,2.0,choreographer|dance|dancer|dancing|hip hop,144.0,English,USA,PG-13,33425000.0,2003,1000.0,5.3,1.85,
1371,Color,Todd Phillips,123.0,88.0,480.0,497.0,Leah Remini,8000.0,99751624,Comedy,Will Ferrell,Old School ,185258,10325,Patrick Fischler,4.0,college|fraternity|friend|house|party,404.0,English,USA,R,32088000.0,2003,909.0,7.2,2.35,
1372,Color,Kevin Costner,153.0,139.0,,648.0,Michael Jeter,3000.0,77985445,Drama|Romance|Western,Robert Duvall,Open Range ,54096,5458,Julian Richings,0.0,boss|cattle|cowboy|rancher|violence,494.0,English,USA,R,29414000.0,2003,693.0,7.5,2.35,
1373, Black and White,Andrew Davis,106.0,117.0,99.0,165.0,Zane Holtz,596.0,90014272,Adventure|Comedy|Drama|Family|Mystery,Tim Blake Nelson,Holes ,58222,1293,Ski Carr,0.0,bad luck|camp|curse|digging|hole,331.0,English,USA,PG,26740000.0,2003,265.0,7.1,1.85,
1374,Color,Steve Trenbirth,85.0,72.0,,384.0,Phil Collins,3000.0,64026179,Adventure|Animation|Family|Musical,Haley Joel Osment,The Jungle Book 2 ,11634,4480,Tony Jay,0.0,dog|jungle|shot gun|tiger|village,58.0,English,USA,G,26740000.0,2003,455.0,5.4,1.85,227.0
1375,Color,Dennie Gordon,66.0,105.0,29.0,742.0,Oliver James,14000.0,48119305,Comedy|Drama|Family|Romance,Colin Firth,What a Girl Wants ,48095,16400,Kelly Preston,1.0,american|daughter|england|father|politician,194.0,English,USA,PG,26740000.0,2003,1000.0,5.8,2.35,
1376,Color,Alejandro G. Iñárritu,192.0,124.0,,430.0,Eddie Marsan,6000.0,21724513,Drama,Naomi Watts,21 Grams ,189683,7567,Danny Huston,0.0,accident|faith|love|mathematician|nonlinear timeline,559.0,English,USA,R,26740000.0,2003,979.0,7.7,1.85,
1377,Color,Chris Koch,81.0,101.0,13.0,499.0,Lochlyn Munro,651.0,20601595,Comedy|Romance,Thomas Lennon,A Guy Thing ,14147,2698,James Brolin,3.0,bachelor party|climbing a tree|taxi|toilet|wedding,92.0,English,USA,PG-13,26740000.0,2003,555.0,5.6,1.85,401.0
1378,Color,Richard Benjamin,28.0,80.0,121.0,587.0,Jane Krakowski,836.0,2201589,Comedy|Music,Damon Wayans,Marci X ,4518,2467,Paula Garcés,2.0,female protagonist|hip hop|jewish american princess|rapper|record label,66.0,English,USA,R,26740000.0,2003,624.0,2.8,1.85,241.0
1379,Color,Troy Miller,85.0,85.0,14.0,244.0,Mimi Rogers,577.0,34891132,Comedy,Elden Henson,Dumb and Dumberer: When Harry Met Lloyd ,30651,1653,Cheri Oteri,0.0,1980s|buddy|high school|prequel to cult favorite|teenager,267.0,English,USA,PG-13,25403000.0,2003,291.0,3.4,1.37,1000.0
1380,Color,Terry Zwigoff,195.0,98.0,72.0,566.0,Tony Cox,1000.0,80297063,Comedy|Crime|Drama,Bernie Mac,Bad Santa ,107815,3151,Alex Borstein,2.0,bartender|christmas|christmas eve|department store|drink,485.0,English,USA,R,24066000.0,2003,624.0,7.1,1.85,10000.0
1381,Color,Shawn Levy,97.0,95.0,189.0,306.0,David Agranov,500.0,75042015,Comedy|Romance,Taran Killam,Just Married ,57479,2020,David Moscow,2.0,fall|honeymoon|love|marriage|newlywed,205.0,English,USA,PG-13,24066000.0,2003,308.0,5.4,1.85,
1382,Color,Audrey Wells,111.0,113.0,22.0,148.0,Lindsay Duncan,727.0,58295216,Comedy|Drama|Romance,Raoul Bova,Under the Tuscan Sun ,35718,1310,Mario Monicelli,1.0,author|book|vacation|villa|writer,317.0,English,USA,PG-13,24066000.0,2003,171.0,6.7,1.85,
1383,Color,Woody Allen,128.0,108.0,11000.0,922.0,Stockard Channing,11000.0,4282469,Comedy|Romance,Woody Allen,Anything Else ,25165,14843,Fisher Stevens,2.0,love at first sight|new york city|sex|teacher|writer,155.0,English,USA,R,24066000.0,2003,944.0,6.4,2.35,827.0
1384,Color,Jim Fall,66.0,94.0,13.0,566.0,Adam Lamberg,925.0,57053306,Adventure|Comedy|Family|Music|Romance,Clayton Snyder,The Lizzie McGuire Movie ,27580,3423,Alex Borstein,1.0,best friend|roma|singer|spaghetti|teenager,172.0,English,USA,PG,22729000.0,2003,738.0,5.3,2.35,
1385,Color,John Hoffman,52.0,87.0,9.0,503.0,Molly Shannon,818.0,50226049,Comedy|Drama|Family|Fantasy|Sci-Fi,Liam Aiken,Good Boy! ,3407,2164,Kevin Nealon,1.0,dog|friend|neighborhood|planet|star,48.0,English,USA,PG,22729000.0,2003,636.0,5.1,1.85,309.0
1386,Color,Victor Salva,167.0,104.0,108.0,177.0,Jonathan Breck,296.0,46986634,Horror,Nicki Aycox,Jeepers Creepers II ,45102,1340,Billy Aaron Brown,0.0,cheerleader|farmer|fear|high school basketball|nightmare,316.0,English,USA,R,22729000.0,2003,270.0,5.6,2.35,
1387,Color,Sam Weisman,75.0,98.0,39.0,428.0,Jenna Boyd,593.0,30396007,Comedy,Kevin Grevioux,Dickie Roberts: Former Child Star ,11815,2713,Mary McCormack,1.0,dental braces|dental headgear|former child star|panties|white panties,117.0,English,USA,PG-13,22729000.0,2003,517.0,5.6,2.35,320.0
1388,Color,John Whitesell,37.0,86.0,14.0,685.0,Regina Hall,833.0,45871000,Comedy|Crime,Greg Grunberg,Malibu's Most Wanted ,15939,4435,Blair Underwood,3.0,los angeles california|person in car trunk|racial impersonation|south asian|street gang,87.0,English,USA,PG-13,21392000.0,2003,807.0,5.1,2.35,
1389,Color,Clare Kilner,46.0,101.0,6.0,258.0,Alexandra Holden,812.0,18863088,Comedy|Drama|Romance,Dylan Baker,How to Deal ,8215,1882,Trent Ford,1.0,best friend|high school|mother|sister|wedding,95.0,English,USA,PG-13,21392000.0,2003,326.0,5.7,1.85,371.0
1390,Color,Vadim Perelman,158.0,126.0,26.0,385.0,Kim Dickens,638.0,17388333,Drama,Frances Fisher,House of Sand and Fog ,56665,2282,Ron Eldard,0.0,auction|home|house|iranian|marriage,469.0,English,USA,R,20055000.0,2003,624.0,7.6,1.85,
1391,Color,James Foley,119.0,97.0,164.0,308.0,Brian Van Holt,436.0,16328001,Crime|Thriller,Louis Lombardi,Confidence ,30643,1172,Leland Orser,3.0,con|grifter|lap dance|organized crime|shot in the forehead,144.0,English,USA,R,20055000.0,2003,324.0,6.7,2.35,622.0
1392,Color,David Zucker,56.0,90.0,119.0,636.0,Tyler Labine,869.0,20789951,Comedy|Romance,Carmen Electra,My Boss's Daughter ,24038,3007,Molly Shannon,2.0,boss' daughter|crush|house sitter|housesitting|love interest,123.0,English,USA,PG-13,18718000.0,2003,779.0,4.6,1.85,411.0
1393,Color,Rob Schmidt,191.0,84.0,36.0,648.0,Lindy Booth,2000.0,20613559,Horror|Thriller,Kevin Zegers,Wrong Turn ,87494,3416,Julian Richings,1.0,forest|mountain|road|stupid victim|west virginia,540.0,English,USA,R,16846200.0,2003,683.0,6.1,1.85,
1394,Color,Robert Iscove,60.0,90.0,7.0,251.0,Kelly Clarkson,525.0,6580935,Comedy|Musical|Romance,Anika Noni Rose,From Justin to Kelly ,23606,1445,Brian Dietzen,2.0,bar|florida|love|spring break|waitress,304.0,English,USA,PG,16044000.0,2003,281.0,2.1,1.85,
1395,Color,Jonathan Liebesman,140.0,96.0,474.0,82.0,Emma Caulfield,1000.0,42959792,Horror|Mystery|Thriller,Sullivan Stapleton,Darkness Falls ,25870,2212,Angus Sampson,0.0,boy|darkness|light|tooth|tooth fairy,369.0,English,USA,PG-13,14707000.0,2003,970.0,4.9,2.35,2000.0
1396,Color,Vincent Gallo,115.0,93.0,787.0,0.0,Cheryl Tiegs,787.0,488986,Drama,Vincent Gallo,The Brown Bunny ,11487,883,Anna Vareschi,0.0,boyfriend girlfriend relationship|erection|female frontal nudity|gang rape|prostitute,226.0,English,USA,Not Rated,13370000.0,2003,96.0,5.0,1.66,952.0
1397,Color,Rick de Oliveira,52.0,96.0,2.0,0.0,Alan Taylor,960.0,4964283,Documentary,Laura Ramsey,The Real Cancun ,3611,972,Benjamin Fletcher,1.0,cancun mexico|mexico|spring break|vacation|wisconsin,62.0,English,USA,R,10696000.0,2003,12.0,2.7,1.85,131.0
1398,Color,Keith Gordon,66.0,109.0,200.0,1000.0,Robin Wright,21000.0,449841,Comedy|Crime|Musical|Mystery,Robert Downey Jr.,The Singing Detective ,7116,41645,Alfre Woodard,2.0,detective|detective novel|fantasy sequence|hallucination|writer,79.0,English,USA,R,10696000.0,2003,18000.0,5.6,1.85,494.0
1399, Black and White,Rob Zombie,202.0,105.0,,303.0,Matthew McGrory,1000.0,16824152,Horror,Sid Haig,House of 1000 Corpses ,60709,2444,Erin Daniels,0.0,actor playing multiple roles|axe|dark comedy|masked man|sadism,922.0,English,USA,R,9359000.0,2003,340.0,6.0,1.85,
1400,Color,Damian Nieman,25.0,101.0,,83.0,Jason Cerbone,240.0,14300,Crime|Thriller,Glenn Plummer,Shade ,10771,490,Mark De Alessandro,8.0,bar|strip club|stripper|texas hold 'em|thong,65.0,English,USA,R,9091600.0,2003,83.0,6.4,2.35,413.0
1401,Color,Billy Ray,129.0,99.0,53.0,491.0,Rosario Dawson,4000.0,2952062,Drama|History,Hayden Christensen,Shattered Glass ,28855,8297,Cas Anvar,0.0,fabricated facts|journalist|stephen glass|the new republic|writer,190.0,English,USA,PG-13,8022000.0,2003,3000.0,7.2,2.35,
1402,Color,James Cox,91.0,104.0,10.0,93.0,Louis Lombardi,715.0,1412008,Crime|Drama|Mystery|Thriller,Alexis Dziena,Wonderland ,18792,1315,Franky G,0.0,murder|police|police investigation|porn star|robbery,153.0,English,USA,R,6685000.0,2003,436.0,6.6,1.85,1000.0
1403,Color,Fenton Bailey,39.0,98.0,13.0,600.0,Mia Kirshner,3000.0,396641,Biography|Crime|Drama|Thriller,Macaulay Culkin,Party Monster ,12675,5185,Marilyn Manson,1.0,drug dealer|drugs|gay|homosexual|party,158.0,English,USA,R,6685000.0,2003,971.0,6.3,1.85,
1404,Color,Patty Jenkins,185.0,109.0,260.0,592.0,Bruce Dern,9000.0,46084015,Biography|Crime|Drama|Thriller,Charlize Theron,Monster ,105568,11736,Pruitt Taylor Vince,2.0,beach|female criminal|hooker|lesbian|prostitute,533.0,English,USA,R,6016500.0,2003,844.0,7.3,1.85,
1405,Color,Sofia Coppola,265.0,101.0,,11.0,Bill Murray,19000.0,59584747,Drama,Scarlett Johansson,Lost in Translation ,321283,32015,Catherine Lambert,0.0,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,1848.0,English,USA,R,5348000.0,2003,13000.0,7.8,1.85,17000.0
1406,Color,Wayne Kramer,157.0,101.0,47.0,407.0,Paul Sorvino,658.0,11022067,Crime|Drama|Fantasy|Romance,Estella Warren,The Cooler ,28714,3086,Shawn Hatosy,1.0,female pubic hair|girl in panties|leg spreading|public nudity|sex in bed,215.0,English,USA,R,4278400.0,2003,636.0,7.0,2.35,762.0
1407,Color,George Gallo,23.0,89.0,269.0,24.0,Joe Howard,489.0,2973474,Comedy|Documentary,Eddie Griffin,DysFunktional Family ,761,539,Robert Noble,1.0,african american|family relationships|stand up comedian|stand up comedy,14.0,English,USA,R,4011000.0,2003,26.0,6.6,1.85,26.0
1408,Color,David Gordon Green,88.0,108.0,234.0,463.0,Paul Schneider,11000.0,733627,Drama|Romance,Zooey Deschanel,All the Real Girls ,9233,12385,Shea Whigham,0.0,best friend|lake|love|small town|womanizer,126.0,English,USA,R,3342500.0,2003,552.0,6.9,2.35,571.0
1409,Color,Gary Rogers,7.0,120.0,,40.0,Kirby Heyborne,178.0,1468325,Adventure,Noah Danby,"The Book of Mormon Movie, Volume 1: The Journey ",397,359,Bruce Newbold,1.0,jerusalem|journey|promised land|ship|wilderness,30.0,English,USA,PG-13,2674000.0,2003,69.0,3.3,1.85,32.0
1410,Color,Michael Polish,60.0,103.0,35.0,482.0,Anthony Edwards,548.0,1899312,Drama|Fantasy,Peter Coyote,Northfork ,4894,2389,Jon Gries,0.0,boy|caretaker|dam|evacuation|orphanage,122.0,English,USA,PG-13,2540300.0,2003,495.0,6.4,2.35,298.0
1411,Color,Adam Goldberg,22.0,111.0,1000.0,127.0,Marisa Coughlan,2000.0,3449,Drama|Mystery,Judy Greer,I Love Your Work ,1618,2564,Nicky Katt,2.0,film student|marriage|mental breakdown|movie star|obsession,40.0,English,USA,R,2206050.0,2003,163.0,5.4,2.35,63.0
1412,Color,Catherine Hardwicke,126.0,100.0,308.0,374.0,Sarah Clarke,1000.0,6149772,Drama,Holly Hunter,Thirteen ,68222,2186,Kip Pardue,2.0,13 year olds|adolescence|friend|peer pressure|teacher,545.0,English,USA,R,2005500.0,2003,482.0,6.8,1.85,
1413,Color,Efram Potelle,29.0,79.0,2.0,551.0,Elden Henson,855.0,373400,Comedy|Drama|Romance,Shiri Appleby,The Battle of Shaker Heights ,3806,2489,Kathleen Quinlan,2.0,bully comeuppance|high school|painter|reference to led zeppelin|wetting pants,49.0,English,USA,PG-13,1337000.0,2003,577.0,6.1,1.85,150.0
1414, Black and White,Jonathan Kesselman,35.0,87.0,4.0,624.0,Adam Goldberg,2000.0,26123,Comedy,Judy Greer,The Hebrew Hammer ,4182,6227,Tony Cox,1.0,blaxploitation|hanukkah|jewish|kwanzaa|santa claus,53.0,English,USA,R,1337000.0,2003,1000.0,6.2,1.85,3000.0
1415,Color,C. Jay Cox,35.0,107.0,6.0,522.0,Rob McElhenney,23000.0,1096258,Comedy|Drama|Romance,Joseph Gordon-Levitt,Latter Days ,14580,26017,Jacqueline Bisset,2.0,christian|male frontal nudity|mormon|mormon missionary|nudity,252.0,English,USA,R,1136450.0,2003,813.0,7.2,1.85,
1416,Color,Ryan Little,33.0,90.0,38.0,69.0,Larry Bagby,214.0,1751830,Action|Adventure|Drama|War,Corbin Allred,Saints and Soldiers ,17725,587,Kirby Heyborne,0.0,ardennes forest|battle of the bulge|behind enemy lines|winter|world war two in belgium,157.0,English,USA,PG-13,1042860.0,2003,115.0,6.8,,1000.0
1417,Color,Chris Kentis,235.0,79.0,9.0,7.0,Saul Stein,48.0,40779679,Adventure|Biography|Drama|Horror|Thriller,Blanchard Ryan,Open Water ,42256,67,Daniel Travis,1.0,bare chested male|female full frontal nudity|hairy chest|male full frontal nudity|nude with glasses,916.0,English,USA,R,668500.0,2003,10.0,5.7,1.85,
1418,Color,Tom McCarthy,154.0,89.0,310.0,587.0,Joe Lo Truglio,22000.0,7673545,Comedy|Drama,Peter Dinklage,The Station Agent ,58260,24419,Paula Garcés,0.0,abandoned|depot|dwarf|newfoundland new jersey|train,286.0,English,USA,R,668500.0,2003,833.0,7.7,1.85,
1419,Color,Kurt Hale,3.0,101.0,,17.0,Big Budah,69.0,1486229,Comedy|Crime|Family,Kirby Heyborne,The R.M. ,651,155,Curt Doussett,0.0,latter day saints|missionary|pickup truck|police|video camera,34.0,English,USA,PG,668500.0,2003,34.0,6.0,,44.0
1420,Color,Peter Hedges,131.0,80.0,54.0,543.0,Adrian Martinez,1000.0,3155566,Comedy|Drama,Oliver Platt,Pieces of April ,18035,3010,Derek Luke,3.0,apartment|oven|stove|thanksgiving|thanksgiving dinner,177.0,English,USA,PG-13,401100.0,2003,806.0,7.1,1.85,
1421,Color,Sue Corcoran,8.0,96.0,14.0,6.0,Sue Corcoran,361.0,15773,Comedy|Fantasy|Horror|Musical,Tony Doupe,Gory Gory Hallelujah ,179,387,David Frederick White,2.0,conspiracy|feminist|hippie|motorcycle|slapstick comedy,18.0,English,USA,,133700.0,2003,14.0,4.7,1.78,39.0
1422,Color,Jonathan Caouette,72.0,88.0,20.0,0.0,Jonathan Caouette,58.0,791522,Biography|Documentary,Greg Ayres,Tarnation ,5709,78,Renee Leblanc,3.0,answering machine|home movie|lithium|schizophrenic|video diary,114.0,English,USA,Unrated,291.466,2003,20.0,7.2,1.37,754.0
1423,Color,Christopher Guest,97.0,91.0,378.0,345.0,Christopher Guest,658.0,23409447,Comedy|Music,Michael McKean,A Mighty Wind ,22408,1660,Laura Harris,0.0,concert|mockumentary|musician|new york city|singer,272.0,English,USA,PG-13,,2003,378.0,7.3,1.85,
1424,Color,Lauren Lazin,26.0,112.0,2.0,321.0,Gary Coleman,786.0,10305011,Biography|Documentary|Music,James Cagney,Tupac: Resurrection ,7687,2638,Todd Bridges,0.0,hip hop|name in title|rap star|rapper|reference to tupac shakur,32.0,English,USA,R,,2003,633.0,8.0,1.85,
1425,Color,Linda Mendoza,32.0,76.0,17.0,571.0,Freddy Rodríguez,591.0,8190778,Comedy|Romance,Carlos Ponce,Chasing Papi ,3419,2851,Maria Conchita Alonso,3.0,beauty pageant|bilingual|dating|latino|three women,41.0,English,USA,PG,,2003,579.0,4.8,1.85,419.0
1426,Color,Shari Springer Berman,180.0,101.0,30.0,92.0,James Urbaniak,14000.0,8026795,Biography|Comedy|Drama,Josh Hutcherson,American Splendor ,41999,14412,Daniel Tay,0.0,1980s|comic book|dark horse comics|reference to david letterman|robert crumb,226.0,English,USA,R,,2003,119.0,7.5,1.85,
1427,Color,Larry Charles,51.0,112.0,119.0,844.0,Cheech Marin,12000.0,713080,Comedy|Drama|Music,Jeff Bridges,Masked and Anonymous ,3972,15396,Bruce Dern,0.0,concert|jail|journalist|revolution|singer,95.0,English,USA,PG-13,,2003,844.0,5.5,1.85,655.0
