color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
Color,Corey Yuen,110,87,23,748,Holly Valance,826,588384,Action|Adventure,Steve Howey,DOA: Dead or Alive ,38503,4473,Sarah Carter,4,female fighter|island|martial arts|parachute|tournament,180,English,USA,PG-13,25725000,2006,816,4.8,2.35,
Color,Aaron Seltzer,99,85,64,729,Carmen Electra,3000,59469558,Comedy|Romance,Alyson Hannigan,Date Movie ,50415,6539,Fred Willard,0,female protagonist|greek|overweight|spoof|wedding planner,613,English,USA,PG-13,24500000,2006,869,2.7,1.85,806
Color,Takashi Shimizu,131,137,70,464,Sarah Roemer,4000,47951202,Horror|Thriller,Sarah Michelle Gellar,The Grudge 2 ,38658,5746,Matthew Knight,0,curse|ghost|haunted house|high school|schoolgirl,284,English,USA,PG-13,24500000,2006,884,5,1.85,930
Color,Barry Levinson,111,115,272,1000,Tina Fey,49000,45866670,Comedy|Drama|Romance|Thriller,Robin Williams,Man of the Year ,28005,52571,Amy Poehler,1,campaign|election|president|presidential election|satire,236,English,USA,PG-13,24500000,2006,2000,6.2,2.35,
Color,Andy Fickman,91,105,99,960,Alexandra Breckenridge,17000,41267346,Comedy|Romance,Channing Tatum,She's the Man ,116762,20109,Laura Ramsey,0,disguise|roommate|school|soccer|twin,261,English,USA,PG-13,24500000,2006,1000,6.4,1.85,
Color,Renny Harlin,120,97,212,637,Kyle Schmid,960,28532828,Action|Fantasy|Horror|Thriller,Laura Ramsey,The Covenant ,39541,3261,Toby Hemingway,0,family secret|friendship between men|magic|supernatural power|teenager,334,English,USA,PG-13,24500000,2006,917,5.3,2.35,3000
Color,Jim Sonzero,148,90,2,807,Christina Milian,16000,24817638,Drama|Horror|Sci-Fi|Thriller,Ian Somerhalder,Pulse ,24969,19952,Rick Gonzalez,0,cell phone|computer|computer hacker|e mail|technology,258,English,USA,PG-13,24500000,2006,1000,4.7,2.35,
Color,John Bonito,78,92,8,129,Firass Dirani,472,23083059,Action|Drama|Thriller,Kelly Carlson,The Marine ,27486,1045,Drew Powell,1,beating|marine|muscleman|tied up|tough guy,284,English,USA,PG-13,24500000,2006,239,4.7,1.85,
Color,Todd Phillips,110,108,480,579,Sarah Silverman,970,21809650,Comedy,Jon Heder,School for Scoundrels ,26100,4374,Jacinda Barrett,1,paintball|paintball gun|pepper spray|tennis|what happened to epilogue,97,English,USA,PG-13,24500000,2006,931,5.9,2.35,484
Color,Michael O. Sajbel,36,123,6,85,Tiffany Dupont,541,16404188,Biography|Drama|History,James Callis,One Night with the King ,5796,908,Nimrat Kaur,0,biblical|book of esther|esther|persia|treachery,177,English,USA,PG,24500000,2006,249,6.3,2.35,
Color,Dave Borthwick,31,77,3,593,Kylie Minogue,787,9044166,Adventure|Animation|Comedy|Family|Fantasy,Jimmy Fallon,Doogal ,3851,2185,Jon Stewart,0,diamond|lava|magic|mountain|sorcerer,114,English,USA,G,24500000,2006,690,2.8,1.85,346
Color,Clint Eastwood,251,141,16000,78,Kazunari Ninomiya,378,16848565,Drama|History|War,Yuki Matsuzaki,Letters from Iwo Jima ,132149,751,Shidô Nakamura,0,blood splatter|general|island|japan|world war two,316,Japanese,USA,R,23275000,2006,85,7.9,2.35,5000
Color,Paul Weitz,153,107,80,841,Dennis Quaid,2000,8766988,Comedy|Music,Judy Greer,American Dreamz ,22639,5992,Chris Klein,6,chief of staff|contest|president|singing|terrorist,217,English,USA,PG-13,23275000,2006,2000,5.5,1.85,300
Color,Larry Charles,343,82,119,6,Ken Davitian,332,157419798,Comedy,Luenell,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,297014,505,Chester,1,california|city|kazakhstan|travel|tv reporter,1198,English,USA,R,22050000,2006,165,7.3,1.85,
Color,Jay Chandrasekhar,91,110,422,422,Owain Yeoman,33000,23495462,Comedy,Chris Moss,Beerfest ,54710,35345,Jay Chandrasekhar,2,beer|competition|germany|oktoberfest|prostitute,177,English,USA,R,21437500,2006,459,6.3,2.35,
Color,Steven Shainberg,105,122,30,260,Ty Burrell,21000,270619,Biography|Drama|Romance,Robert Downey Jr.,Fur: An Imaginary Portrait of Diane Arbus ,13239,25173,Matt Servitto,2,character name in title|diane arbus|male full frontal nudity|photographer|pubic hair,97,English,USA,R,20580000,2006,3000,6.5,1.85,
Color,Neil Burger,236,110,168,96,Eddie Marsan,3000,48786602,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist ,295375,4210,Jake Wood,3,duchess|illusionist|magician|prince|supernatural power,645,English,USA,PG-13,19600000,2006,979,7.6,1.85,15000
Color,Neil Burger,236,110,168,96,Eddie Marsan,3000,48786602,Drama|Mystery|Romance|Thriller,Rufus Sewell,The Illusionist ,295375,4210,Jake Wood,3,duchess|illusionist|magician|prince|supernatural power,645,English,USA,PG-13,19600000,2006,979,7.6,1.85,15000
Color,Jonathan Liebesman,196,83,473,597,Jordana Brewster,20000,48401021,Horror,Matt Bomer,The Texas Chainsaw Massacre: The Beginning ,56269,26402,Lew Temple,0,cannibal|car accident|leatherface|psychopath|slaughterhouse,366,English,USA,R,19600000,2006,4000,5.9,1.85,
Color,Simon West,152,87,165,383,Tessa Thompson,1000,58628762,Horror|Thriller,Madeline Carroll,When a Stranger Calls ,34711,2452,Brian Geraghty,0,babysitting|cell phone|high school|nightmare|teenager,468,English,USA,PG-13,18375000,2006,431,5,2.35,
Color,Alexandre Aja,265,108,192,580,Greg Nicotero,1000,51177515,Horror,Dan Byrd,The Hills Have Eyes ,129719,4500,Vinessa Shaw,0,desert|horror movie remake|murder of family|rape|slasher,855,English,USA,R,18375000,2006,1000,6.4,2.35,
Color,Paul Greengrass,279,111,521,64,David Alan Basche,97,38552501,Drama|History|Thriller,Christian Clemenson,United 93 ,83374,313,Susan Blommaert,0,flight|passenger|plane|september 11 2001|terrorist,828,English,USA,R,18375000,2006,68,7.6,2.35,
Color,Michael Mayer,46,95,15,461,Danny Pino,1000,25723418,Adventure|Drama|Family,Alison Lohman,Flicka ,6095,3845,Tim McGraw,0,father son relationship|horse|horse ranch|ranch|wild mustang,76,English,USA,PG,18375000,2006,786,6.2,2.35,1000
Color,Bryan Barber,81,121,16,526,Faizon Love,907,15373119,Crime|Drama|Musical|Romance,Cicely Tyson,Idlewild ,4603,3633,Bobb'e J. Thompson,4,gangster|playing piano|song and dance|speakeasy|written and directed by cast member,91,English,USA,R,18375000,2006,585,6.2,2.35,489
 Black and White,Craig Brewer,197,116,153,539,Michael Raymond-James,3000,11510696,Drama|Music,Justin Timberlake,Black Snake Moan ,52421,5012,S. Epatha Merkerson,0,breasts|nipples visible through clothing|nudity|rear entry sex|white panties,200,English,USA,R,18375000,2006,788,7,2.35,
Color,Wil Shriner,49,91,6,596,Neil Flynn,8000,9898142,Adventure|Comedy|Family,Logan Lerman,Hoot ,6562,10732,Tim Blake Nelson,0,fight|florida|montana|owl|school,66,English,USA,PG,18375000,2006,625,5.6,1.85,647
Color,Emilio Estevez,195,112,,383,Nick Cannon,12000,13725511,Drama|History,Anthony Hopkins,Bobby ,38142,13528,Brian Geraghty,0,campaign|chess|friend|hotel|senator,270,English,USA,R,17150000,2006,593,7,2.35,
Color,Michael Polish,113,104,35,844,Virginia Madsen,24000,13470639,Adventure|Drama|Sci-Fi,J.K. Simmons,The Astronaut Farmer ,19707,27806,Bruce Dern,0,bank|fbi|fuel|rocket|space travel,128,English,USA,PG,15925000,2006,912,6.3,2.35,862
Color,Douglas McGrath,129,118,41,442,Isabella Rossellini,2000,1409243,Biography|Crime|Drama,Toby Jones,Infamous ,14143,3474,Hope Davis,4,blood|book|cold calculation|murder|writer,102,English,USA,R,15925000,2006,812,7.1,1.85,
Color,Anne Fletcher,107,104,98,920,Alyson Stoner,17000,79954537,Crime|Drama|Music|Romance,Channing Tatum,Step Up ,90938,21380,Josh Henderson,0,dance|dancer|school|showcase|student,271,English,USA,PG-13,14700000,2006,2000,6.5,2.35,
Color,Greg Coolidge,85,103,27,534,Danny Woodburn,1000,34833372,Comedy|Romance,Dane Cook,Employee of the Month ,37681,4441,Jessica Simpson,2,competition|date|employee|laser in eyes|slacker,151,English,USA,PG-13,14700000,2006,809,5.5,1.85,
Color,Mark Neveldine,170,93,83,501,Edi Gathegi,26000,34091595,Action|Crime|Thriller,Jason Statham,Crank ,196422,28767,Jose Pablo Cantillo,1,assassin|cult film|doctor|heart|poison,444,English,USA,R,14700000,2006,725,7,1.78,
Color,Elizabeth Allen Rosenbaum,66,104,20,717,Joanna 'JoJo' Levesque,836,22779752,Comedy|Family|Fantasy|Romance,Tammin Sursok,Aquamarine ,30462,3963,Dichen Lachman,3,beach|love|mermaid|storm|swimming,150,English,USA,PG,14700000,2006,826,5.3,1.85,
Color,Ryan Murphy,132,122,708,316,Joseph Cross,433,8274750,Comedy|Drama,Jill Clayburgh,Running with Scissors ,20000,1291,Dagmara Dominczyk,0,alcoholic|fame|therapist|writer|writing,188,English,USA,R,14700000,2006,398,6.2,2.35,
Color,Christopher Guest,144,86,378,783,Catherine O'Hara,957,6788980,Comedy,John Michael Higgins,For Your Consideration ,12197,3535,Ed Begley Jr.,0,actor|internet|make up|publicist|purim,150,English,USA,PG-13,14700000,2006,925,6.3,1.85,650
Color,Agnieszka Holland,78,104,238,22,David Kennedy,60,432162,Biography|Drama|Music,Phyllida Law,Copying Beethoven ,11132,150,Angus Barnett,0,music copyist|music student|musical composition|student|symphony,86,English,USA,PG-13,13475000,2006,35,6.8,2.35,
Color,Darren Lynn Bousman,210,121,163,482,Shawnee Smith,723,98184170,Horror|Mystery,Costas Mandylor,Saw III ,142115,3189,Leigh Whannell,0,brutality|female full frontal nudity|female nudity|torture|trap,614,English,USA,R,12250000,2006,651,6.2,1.85,
Color,Robert Altman,211,105,500,718,Virginia Madsen,11000,24914796,Comedy|Drama|Music,Meryl Streep,A Prairie Home Companion ,19655,12946,Lily Tomlin,8,backstage|country music|cowboy|radio|singing,280,English,USA,PG-13,12250000,2006,912,6.8,2.35,683
Color,Werner Herzog,198,120,,294,Toby Huss,23000,6718359,Adventure|Biography|Drama|War,Christian Bale,Rescue Dawn ,84641,24270,François Chau,0,bombing|guard|jungle|laos|prisoner,205,English,USA,PG-13,12250000,2006,342,7.3,1.85,
Color,William Brent Bell,112,75,19,806,Frankie Muniz,1000,28270910,Horror|Thriller,Adam Goldberg,Stay Alive ,25870,3590,Samaire Armstrong,0,countess|game reality crossover|ghost|group of friends|tower,281,English,USA,PG-13,11025000,2006,934,5.1,2.35,
Color,Glen Morgan,186,94,17,179,Crystal Lowe,607,19888233,Horror,Oliver Hudson,Black Christmas ,19918,1611,Andrea Martin,0,attic|christmas|house|incest|sorority,278,English,USA,R,11025000,2006,318,4.5,2.35,
Color,Richard Linklater,232,100,,407,Keanu Reeves,21000,6714220,Animation|Drama|Mystery|Sci-Fi|Thriller,Robert Downey Jr.,A Scanner Darkly ,89383,39507,Rory Cochrane,0,detective|drugs|substance d|undercover|undercover cop,293,English,USA,R,10657500,2006,18000,7.1,1.85,
Color,Jonathan Dayton,270,101,36,27,Steven Christopher Parker,7000,73365186,Comedy|Drama,Steve Carell,Little Miss Sunshine ,355810,7227,Jill Talley,1,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,889,English,USA,R,9800000,2006,150,7.9,2.35,15000
Color,Robert Moresco,26,107,53,463,Brad Renfro,954,65514,Crime|Drama|Thriller,Brian Dennehy,10th & Wolf ,5557,2512,Dash Mihok,5,desert storm|fbi|fbi agent|fragmentation grenade|woman kills attacker,34,English,USA,R,9800000,2006,551,6.4,2.35,294
Color,George Hickenlooper,117,99,60,628,Jimmy Fallon,4000,2026599,Biography|Drama,Hayden Christensen,Factory Girl ,18355,6526,Beth Grant,0,andy warhol|female nudity|public nudity|singer|socialite,106,English,USA,R,8575000,2006,787,6.4,1.85,3000
Color,Nicole Holofcener,111,88,132,180,Marin Hinkle,435,16374698,Comedy|Drama|Romance,Greg Germann,Friends with Money ,19715,1140,Jake Cherry,2,friend|friendship|marital problem|money problems|nervous breakdown,166,English,USA,R,7962500,2006,230,5.9,2.35,515
Color,Tyler Perry,46,107,,685,Cicely Tyson,1000,77458616,Comedy|Drama|Romance,Boris Kodjoe,Madea's Family Reunion ,8962,5264,Blair Underwood,4,cross dressing|family reunion|madea series|reflective|sister sister relationship,137,English,USA,PG-13,7350000,2006,907,5,1.85,676
Color,Joey Lauren Adams,36,97,781,90,Diane Ladd,596,144011,Drama|Romance,Tim Blake Nelson,Come Early Morning ,2330,1081,Ritchie Montgomery,0,church|drink|knocking on a door|love|three word title,29,English,USA,R,7350000,2006,206,6.2,1.85,224
Color,Preston A. Whitmore II,25,95,17,255,Wayne Brady,592,8586843,Action|Sport,Wesley Jonathan,Crossover ,8707,2000,Eva Marcille,6,african american|basketball|basketball movie|critically bashed|tv commercial,36,English,USA,PG-13,6860000,2006,378,2.1,1.85,244
 Black and White,Kevin Smith,174,97,,657,Jason Mewes,1000,29570087,Comedy,Ethan Suplee,Clerks II ,114797,2990,Brian O'Halloran,3,fast food|fast food restaurant|new jersey|quick stop|restaurant,472,English,USA,R,6125000,2006,898,7.4,1.85,
Color,Trent Cooper,37,89,,323,Larry the Cable Guy,690,19178189,Comedy|Romance,Thomas F. Wilson,Larry the Cable Guy: Health Inspector ,9104,2135,Megyn Price,2,diner|food poisoning|health inspector|restaurant|undercover,112,English,USA,PG-13,4900000,2006,400,3.1,1.33,110
Color,Patrick Stettner,125,81,5,710,Joe Morton,49000,9586629,Crime|Mystery|Thriller,Robin Williams,The Night Listener ,13086,50831,Rory Culkin,0,boy|radio show|social worker|telephone|wisconsin,156,English,USA,R,4900000,2006,780,5.9,1.85,576
Color,Robert Cary,30,101,,681,Fred Willard,827,269786,Comedy|Romance,Frances Conroy,Ira & Abby ,1950,3574,Kevin Sussman,3,erectile dysfunction|mugger|mugging|subway robbery|therapy,24,English,USA,R,4287500,2006,729,6.5,1.85,360
Color,Alejandro Monteverde,60,91,38,377,Ramon Rodriguez,625,9932602,Drama|Romance,Armando Riesco,Bella ,9607,2747,Eduardo Verástegui,0,inter cultural|latino|restaurant|soccer|train,174,English,USA,PG-13,4042500,2006,464,7.4,1.85,
Color,Nnegest Likké,37,99,18,233,Jimmy Jean-Louis,939,8647932,Comedy,Mo'Nique,Phat Girlz ,8279,2321,Joyful Drake,0,female protagonist|size positive|thin|title directed by female|wet dream,101,English,USA,PG-13,3675000,2006,407,3,1.85,837
Color,Michael Landon Jr.,5,87,84,331,Kevin Gage,702,309589,Drama|Family|Western,William Morgan Sheppard,Love's Abiding Joy ,1289,2715,Brianna Brown,0,19th century|faith|mayor|ranch|sheriff,18,,USA,PG,3675000,2006,366,7.2,,76
Color,Frank Sebastiano,20,86,3,327,Laurie Metcalf,833,581875,Comedy|Sport,Joe Lo Truglio,Beer League ,6930,2753,Seymour Cassel,2,baseball|baseball movie|beer|slacker|softball,53,English,USA,R,3430000,2006,549,6,,323
Color,Tim Boxell,3,100,10,107,Diana Scarwid,655,145365,Drama,Bruce McGill,Valley of the Heart's Delight ,91,1064,Tom Bower,7,,3,English,USA,,3062500,2006,157,6.6,1.85,144
Color,Michael D. Sellers,18,100,,249,Carly Schroeder,640,88082,Comedy|Drama|Family,Katharine Ross,Eye of the Dolphin ,806,1491,George Harris,1,dolphin|island|research|tourist|town,18,English,USA,PG-13,3062500,2006,261,5.7,1.85,140
Color,John Cameron Mitchell,160,101,263,37,Peter Stickles,71,2430863,Comedy|Drama|Romance,Sook-Yin Lee,Shortbus ,27346,226,Raphael Barker,3,controversy|ejaculation|male frontal nudity|oral sex|unsimulated sex,206,English,USA,Unrated,2450000,2006,51,6.5,1.78,
Color,Laurie Collyer,78,96,38,85,Kate Burton,363,243048,Drama,Brad William Henke,Sherrybaby ,10282,774,Michelle Hurst,1,ex convict|halfway house|nipples visible through clothing|orgasm|parole officer,78,English,USA,R,2450000,2006,223,6.6,1.85,474
Color,Ham Tran,15,135,5,5,Kieu Chinh,51,782714,Drama,Long Nguyen,Journey from the Fall ,775,83,Cat Ly,2,1970s|1980s|nonlinear timeline|rescue|vietnam war,19,Vietnamese,USA,R,1950200,2006,24,7.4,1.85,100
Color,Jeff Garlin,32,80,522,423,Jeff Garlin,813,238345,Comedy|Romance,Jessy Schram,I Want Someone to Eat Cheese With ,2963,2179,Joey Slotnick,0,cheese|city|ice cream|school|second city,28,English,USA,R,1837500,2006,522,6.2,1.85,
Color,Chris Paine,87,92,2,5,Phyllis Diller,783,2055351,Documentary,Ed Begley Jr.,Who Killed the Electric Car? ,11283,1447,Colette Divine,0,california|car|reference to ralph nader|technology|u.s. president,155,English,USA,PG,1225000,2006,659,7.7,1.75,
Color,Goran Dukic,117,88,21,772,Patrick Fugit,1000,127494,Comedy|Drama|Fantasy|Romance,Leslie Bibb,Wristcutters: A Love Story ,46076,4720,Chase Ellison,2,afterlife|camping|death|hitchhiker|suicide,88,English,USA,R,1225000,2006,835,7.4,1.78,11000
 Black and White,Eric Nicholas,71,78,,61,Ana Claudia Talancón,262,12272,Crime|Drama|Thriller,Jordana Spiro,Alone with Her ,3228,509,Jonathon Trent,0,female nudity|female pubic hair|masturbation|panties|pubic hair,31,English,USA,Not Rated,1225000,2006,163,6.1,1.85,244
Color,Hal Haberman,56,81,,394,Paul Blackthorne,975,7824,Comedy|Drama|Sci-Fi,Michael Rapaport,Special ,4862,2694,Ian Bohen,0,dream sequence|locked in a room|looking at self in mirror|medication|superhero,37,English,USA,R,1225000,2006,645,6.9,1.85,
Color,Ryan Fleck,208,106,31,71,Tristan Mack Wilds,33000,3301341,Drama,Ryan Gosling,Half Nelson ,70885,33734,Jeff Lima,2,bathroom|classroom|dialectics|drugs|student,189,English,USA,R,857500,2006,519,7.2,1.85,
Color,Lloyd Kaufman,88,103,365,49,Lloyd Kaufman,907,28175,Comedy|Horror|Musical,John Karyus,Poultrygeist: Night of the Chicken Dead ,5931,1411,Kate Graham,0,castration|chicken|fast food|indian burial ground|protest,58,English,USA,Unrated,612500,2006,365,6.2,1.85,
Color,Richard Glatzer,69,90,25,138,Jesse Garcia,231,2070248,Drama,Emily Rios,Quinceañera ,3675,771,Alicia Sixtos,1,15th birthday|birthday|gay|party|security guard,48,Spanish,USA,R,490000,2006,200,7.1,2.35,426
Color,Kelly Reichardt,88,76,129,26,Lucy,52,312806,Drama,Daniel London,Old Joy ,4423,132,Will Oldham,2,cell phone|male frontal nudity|oregon|sexual ambiguity|title directed by female,57,English,USA,Unrated,367500,2006,44,6.7,1.66,594
Color,Ricki Stern,11,106,15,0,Evelyn Jefferson,2,1360,Crime|Documentary,Darryl Hunt,The Trials of Darryl Hunt ,771,2,John Reeves,0,false accusation|murder|north carolina|trial|wrongful conviction,10,English,USA,PG-13,245000,2006,0,7.7,1.66,246
Color,Alex Kendrick,31,111,589,51,Erin Bethea,589,12463962,Drama|Sport,Alex Kendrick,Facing the Giants ,12399,916,Shannen Fields,0,christian|coach|faith|football|football team,382,English,USA,PG,122500,2006,150,6.7,1.85,
Color,Gary Winick,120,97,56,852,Julia Roberts,12000,101070248,Comedy|Family|Fantasy,Steve Buscemi,Charlotte's Web ,27838,23907,Oprah Winfrey,0,barn|pig|piglet|spider|uncle,102,English,USA,G,,2006,8000,6.4,1.85,
Color,Jeff Tremaine,104,92,79,218,Steve-O,608,89125508,Action|Comedy|Documentary,Bam Margera,Jackass Number Two ,56595,1853,Chris Pontius,0,blindfold|male frontal nudity|male rear nudity|pubic hair|vomiting,196,English,USA,R,,2006,362,7.1,1.85,641
Color,James Gartner,95,118,,543,Austin Nichols,696,52237904,Biography|Drama|Sport,Mehcad Brooks,Glory Road ,34910,2577,Derek Luke,1,coach|college basketball|national championship|ncaa|texas,145,English,USA,PG,,2006,663,7.2,2.35,
Color,John Whitesell,71,93,14,728,Jorge Garcia,2000,42988824,Comedy|Family,Matthew Broderick,Deck the Halls ,15740,5468,Alia Shawkat,0,christmas|december|holiday|massachusetts|neighbor,110,English,USA,PG,,2006,1000,4.9,1.85,1000
Color,Davis Guggenheim,372,96,49,,Al Gore,861,29164935,Documentary,Billy West,An Inconvenient Truth ,67654,929,,0,climate|earth|global warming|science|truth,504,English,USA,PG,,2006,68,7.5,1.85,
Color,Chris Robinson,54,105,49,104,Adam Boyer,680,25921109,Comedy|Crime|Drama|Music|Romance,T.I.,ATL ,8522,1538,Malika,0,high school|rollerskating rink|spelman college|twin|voice over narration,92,English,USA,PG-13,,2006,503,6,2.35,874
Color,Doug Atchison,95,112,3,268,Sean Michael Afable,876,23043640,Drama,Curtis Armstrong,Akeelah and the Bee ,15337,2832,Tzi Ma,0,national spelling bee|principal|school principal|spelling|spelling bee,172,English,USA,PG,,2006,801,7.5,2.35,
Color,Mira Nair,167,122,300,341,Brooke Smith,579,16622328,Drama,Jacinda Barrett,The Namesake ,16530,1637,Tabu,1,bengali|india|reference to gogol|train|train crash,117,English,USA,PG-13,,2006,405,7.6,1.85,
Color,Nicholaus Goossen,61,90,4,556,Joel David Moore,2000,7458105,Comedy,Linda Cardellini,Grandma's Boy ,67853,5202,Shirley Jones,0,co worker|game tester|loss of virginity|roommate|snack,202,English,USA,R,,2006,936,7,2.35,
Color,Bob Odenkirk,46,90,,242,Chi McBride,812,5651923,Comedy|Crime,Dylan Baker,Let's Go to Prison ,19622,1566,Amy Hill,0,illinois|judge|male full back nudity|revenge|wine tasting,58,English,USA,R,,2006,466,6,1.85,931
Color,Scott Marshall,43,90,7,701,Jami Gertz,2000,5302160,Comedy,Miranda Cosgrove,Keeping Up with the Steins ,2719,5900,Carter Jenkins,0,bar mitzvah|carried in a chair|hebrew|party|rite of passage,41,English,USA,PG-13,,2006,847,5.4,1.85,249
Color,Michael O. Sajbel,46,114,6,633,Drew Fuller,970,4190566,Drama|Family|Romance,Bill Cobbs,The Ultimate Gift ,14100,3824,Mircea Monroe,2,billionaire|grandfather|playboy|trust fund baby|wealth,81,English,USA,PG,,2006,906,7.4,1.85,
Color,Patrick Creadon,88,94,3,2,Bill Clinton,196,3819140,Documentary,Ken Burns,Wordplay ,3394,382,Bob Dole,0,comedian|crossword puzzle|editor|new york times|puzzle,43,English,USA,PG,,2006,184,7.4,1.66,694
Color,Mike Judge,121,84,406,233,Patrick Fischler,586,537349,Adventure|Comedy|Sci-Fi,Anthony 'Citric' Campos,Idiocracy ,108052,1490,David Herman,0,experiment|future|hibernation|stupidity|top secret,434,English,USA,R,,2006,497,6.6,1.85,79000
 Black and White,Tony Kaye,47,152,194,0,Pat Buchanan,103,29163,Documentary,Noam Chomsky,Lake of Fire ,2143,105,Bill Baird,0,abortion|southern accent|title based on the bible|trial|usa,29,English,USA,Unrated,,2006,2,8.3,,570
Color,Karen Moncrieff,85,93,22,303,Bruce Davison,11000,21205,Crime|Drama|Mystery,James Franco,The Dead Girl ,12304,11860,Piper Laurie,0,dead girl|girl|granddaughter|morgue|storage unit,73,English,USA,R,,2006,505,6.7,1.85,799
Color,Gore Verbinski,302,169,563,1000,Orlando Bloom,40000,371284982,Action|Adventure|Fantasy,Johnny Depp,Pirates of the Caribbean: At World's End ,471220,48350,Jack Davenport,0,goddess|marriage ceremony|marriage proposal|pirate|singapore,1238,English,USA,PG-13,360000000,2007,5000,7.1,2.35,
Color,Sam Raimi,392,156,,4000,James Franco,24000,403836363,Action|Adventure|Romance,J.K. Simmons,Spider-Man 3 ,383056,46055,Kirsten Dunst,0,sandman|spider man|symbiote|venom|villain,1902,English,USA,PG-13,309600000,2007,11000,6.2,2.35,
Color,Sam Raimi,392,156,,4000,James Franco,24000,403836363,Action|Adventure|Romance,J.K. Simmons,Spider-Man 3 ,383071,46055,Kirsten Dunst,0,sandman|spider man|symbiote|venom|villain,1902,English,USA,PG-13,309600000,2007,11000,6.2,2.35,
Color,Chris Weitz,251,113,129,1000,Eva Green,16000,84100222,Adventure|Family|Fantasy,Christopher Lee,The Golden Compass ,149019,24106,Kristin Scott Thomas,2,children|epic|friend|girl|quest,666,English,USA,PG-13,216000000,2007,6000,6.1,2.35,
Color,Tom Shadyac,186,96,293,7000,Morgan Freeman,87000,120347628,Comedy|Family|Fantasy,Jimmy Bennett,Evan Almighty ,115099,108016,Steve Carell,0,ark|change|congressman|depiction of god|flood,257,English,USA,PG,210000000,2007,11000,5.4,2.35,2000
Color,Chris Miller,227,93,50,692,Eric Idle,3000,384847998,Adventure|Animation|Comedy|Family|Fantasy,Justin Timberlake,Shrek the Third ,211971,4705,Rupert Everett,2,disney spoof|fairy tale|prince|princess|tough guy,326,English,USA,PG,192000000,2007,795,6.1,1.85,
Color,Michael Bay,396,144,,581,Michael O'Neill,662,382511896,Action|Adventure|Sci-Fi,Zack Ward,Transformers ,513158,2333,Kevin Dunn,0,alien contact|autobot|decepticon|robot vs. robot|teenage hero,1782,English,USA,PG-13,180000000,2007,599,7.1,2.35,8000
Color,Francis Lawrence,323,104,508,558,Alice Braga,10000,307663459,Drama|Horror|Sci-Fi,Will Smith,I Am Legend ,530870,13076,Willow Smith,0,new york city|pandemic|post apocalypse|survivalist|virus,1413,English,USA,PG-13,180000000,2007,1000,7.2,2.35,11000
Color,Brad Bird,318,111,663,954,John Ratzenberger,1000,247722591,Animation|Comedy|Family|Fantasy,Janeane Garofalo,Ratatouille ,473887,4764,Brian Dennehy,0,chef|food|french|rat|restaurant,626,English,USA,G,180000000,2007,1000,8,2.35,10000
Color,Steve Hickner,194,91,58,826,Oprah Winfrey,2000,151916545,Adventure|Animation|Comedy|Family,Matthew Broderick,Bee Movie ,105902,6576,Rip Torn,0,bee|dream sequence|egg|scatological humor|squashed bug,206,English,USA,PG,180000000,2007,852,6.2,1.85,
Color,Robert Zemeckis,287,115,,964,Anthony Hopkins,18000,98594362,Action|Adventure|Animation|Fantasy,Robin Wright,Beowulf ,142440,31523,Sebastian Roché,1,creature|demon|king|reward|warrior,505,English,USA,PG-13,180000000,2007,12000,6.3,2.35,3000
Color,Brett Ratner,162,91,420,173,Dana Ivey,268,168097020,Action|Comedy|Crime|Thriller,Tzi Ma,Rush Hour 3 ,121084,1125,Noémie Lenoir,2,ambassador|assassination|chinese|french|triad,221,English,USA,PG-13,168000000,2007,268,6.2,2.35,
Color,Tim Story,262,92,167,702,Ioan Gruffudd,11000,158304399,Action|Adventure|Sci-Fi|Thriller,Chris Evans,Fantastic 4: Rise of the Silver Surfer ,213275,15302,Andre Braugher,3,fantastic four|space|strong female character|strong female lead|superheroine,436,English,USA,PG,156000000,2007,2000,5.6,2.35,
Color,Paul Greengrass,329,115,521,883,Edgar Ramírez,13000,272564508,Action|Mystery|Thriller,Matt Damon,The Bourne Ultimatum ,491077,17369,Albert Finney,0,action hero|cia|dark past|flashback|memory,820,English,USA,PG-13,132000000,2007,897,8.1,2.35,
Color,Len Wiseman,354,129,235,297,Jonathan Sadowski,13000,161424964,Action|Adventure|Thriller,Bruce Willis,Live Free or Die Hard ,336235,13961,Cyril Raffaelli,1,fbi|hacker|independence day|police|terrorist,782,English,USA,PG-13,132000000,2007,300,7.2,2.35,
Color,Mark Steven Johnson,276,123,160,402,Matt Long,12000,138963115,Action|Fantasy|Thriller,Nicolas Cage,Ghost Rider ,182661,14017,Peter Fonda,1,blackheart|devil|father|ghost|mephistopheles,681,English,USA,PG-13,132000000,2007,701,5.2,2.35,
